# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
JBCMMFKD_02033	GENE_JBCMMFKD_02033	TRANSCRIPT_JBCMMFKD_02033	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02034	GENE_JBCMMFKD_02034	TRANSCRIPT_JBCMMFKD_02034	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02035	GENE_JBCMMFKD_02035	TRANSCRIPT_JBCMMFKD_02035	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
JBCMMFKD_02036	GENE_JBCMMFKD_02036	TRANSCRIPT_JBCMMFKD_02036	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02037	GENE_JBCMMFKD_02037	TRANSCRIPT_JBCMMFKD_02037	protein_coding	0	0	0	7	0	6	0	0	0	0	0	0	0	1
JBCMMFKD_02038	GENE_JBCMMFKD_02038	TRANSCRIPT_JBCMMFKD_02038	protein_coding	0	0	0	7	0	6	0	0	0	0	0	0	0	1
JBCMMFKD_02039	GENE_JBCMMFKD_02039	TRANSCRIPT_JBCMMFKD_02039	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	6
JBCMMFKD_02040	GENE_JBCMMFKD_02040	TRANSCRIPT_JBCMMFKD_02040	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	6
JBCMMFKD_02041	GENE_JBCMMFKD_02041	TRANSCRIPT_JBCMMFKD_02041	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	6
JBCMMFKD_02042	GENE_JBCMMFKD_02042	TRANSCRIPT_JBCMMFKD_02042	protein_coding	0	2	2	2	0	2	0	2	0	0	0	0	2	0
JBCMMFKD_02043	GENE_JBCMMFKD_02043	TRANSCRIPT_JBCMMFKD_02043	protein_coding	0	0	0	6	0	6	0	0	0	0	0	0	0	0
JBCMMFKD_02044	GENE_JBCMMFKD_02044	TRANSCRIPT_JBCMMFKD_02044	protein_coding	0	0	0	6	0	6	0	0	0	0	0	0	0	0
JBCMMFKD_02045	GENE_JBCMMFKD_02045	TRANSCRIPT_JBCMMFKD_02045	protein_coding	0	0	0	6	0	6	0	0	0	0	0	0	0	0
JBCMMFKD_02046	GENE_JBCMMFKD_02046	TRANSCRIPT_JBCMMFKD_02046	protein_coding	0	0	0	6	0	6	0	0	0	0	0	0	0	0
JBCMMFKD_02082	GENE_JBCMMFKD_02082	TRANSCRIPT_JBCMMFKD_02082	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0
JBCMMFKD_02083	GENE_JBCMMFKD_02083	TRANSCRIPT_JBCMMFKD_02083	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
JBCMMFKD_02084	GENE_JBCMMFKD_02084	TRANSCRIPT_JBCMMFKD_02084	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0
JBCMMFKD_02085	GENE_JBCMMFKD_02085	TRANSCRIPT_JBCMMFKD_02085	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0
JBCMMFKD_02086	GENE_JBCMMFKD_02086	TRANSCRIPT_JBCMMFKD_02086	protein_coding	0	0	2	0	0	0	0	2	0	0	0	0	0	0
JBCMMFKD_02087	GENE_JBCMMFKD_02087	TRANSCRIPT_JBCMMFKD_02087	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
JBCMMFKD_02088	GENE_JBCMMFKD_02088	TRANSCRIPT_JBCMMFKD_02088	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
JBCMMFKD_02089	GENE_JBCMMFKD_02089	TRANSCRIPT_JBCMMFKD_02089	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0
JBCMMFKD_02090	GENE_JBCMMFKD_02090	TRANSCRIPT_JBCMMFKD_02090	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0
JBCMMFKD_02108	GENE_JBCMMFKD_02108	TRANSCRIPT_JBCMMFKD_02108	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02109	GENE_JBCMMFKD_02109	TRANSCRIPT_JBCMMFKD_02109	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02110	GENE_JBCMMFKD_02110	TRANSCRIPT_JBCMMFKD_02110	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02111	GENE_JBCMMFKD_02111	TRANSCRIPT_JBCMMFKD_02111	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02200	GENE_JBCMMFKD_02200	TRANSCRIPT_JBCMMFKD_02200	protein_coding	0	0	0	8	0	7	0	0	0	0	0	0	0	1
JBCMMFKD_02201	GENE_JBCMMFKD_02201	TRANSCRIPT_JBCMMFKD_02201	protein_coding	0	0	0	8	0	1	0	0	0	0	0	0	0	7
JBCMMFKD_02202	GENE_JBCMMFKD_02202	TRANSCRIPT_JBCMMFKD_02202	protein_coding	0	0	0	8	0	1	0	0	0	0	0	0	0	7
JBCMMFKD_02203	GENE_JBCMMFKD_02203	TRANSCRIPT_JBCMMFKD_02203	protein_coding	0	0	0	8	0	1	0	0	0	0	0	0	0	7
JBCMMFKD_02204	GENE_JBCMMFKD_02204	TRANSCRIPT_JBCMMFKD_02204	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02205	GENE_JBCMMFKD_02205	TRANSCRIPT_JBCMMFKD_02205	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02206	GENE_JBCMMFKD_02206	TRANSCRIPT_JBCMMFKD_02206	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02207	GENE_JBCMMFKD_02207	TRANSCRIPT_JBCMMFKD_02207	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02208	GENE_JBCMMFKD_02208	TRANSCRIPT_JBCMMFKD_02208	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02311	GENE_JBCMMFKD_02311	TRANSCRIPT_JBCMMFKD_02311	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02312	GENE_JBCMMFKD_02312	TRANSCRIPT_JBCMMFKD_02312	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02313	GENE_JBCMMFKD_02313	TRANSCRIPT_JBCMMFKD_02313	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
JBCMMFKD_02314	GENE_JBCMMFKD_02314	TRANSCRIPT_JBCMMFKD_02314	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02315	GENE_JBCMMFKD_02315	TRANSCRIPT_JBCMMFKD_02315	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02316	null.25	JBCMMFKD_02316	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02317	GENE_JBCMMFKD_02317	TRANSCRIPT_JBCMMFKD_02317	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02318	GENE_JBCMMFKD_02318	TRANSCRIPT_JBCMMFKD_02318	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02319	GENE_JBCMMFKD_02319	TRANSCRIPT_JBCMMFKD_02319	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02320	GENE_JBCMMFKD_02320	TRANSCRIPT_JBCMMFKD_02320	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
JBCMMFKD_02321	GENE_JBCMMFKD_02321	TRANSCRIPT_JBCMMFKD_02321	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02322	GENE_JBCMMFKD_02322	TRANSCRIPT_JBCMMFKD_02322	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02323	GENE_JBCMMFKD_02323	TRANSCRIPT_JBCMMFKD_02323	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02324	GENE_JBCMMFKD_02324	TRANSCRIPT_JBCMMFKD_02324	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02325	GENE_JBCMMFKD_02325	TRANSCRIPT_JBCMMFKD_02325	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02333	GENE_JBCMMFKD_02333	TRANSCRIPT_JBCMMFKD_02333	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0
JBCMMFKD_02334	GENE_JBCMMFKD_02334	TRANSCRIPT_JBCMMFKD_02334	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0
JBCMMFKD_02335	GENE_JBCMMFKD_02335	TRANSCRIPT_JBCMMFKD_02335	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
JBCMMFKD_02336	GENE_JBCMMFKD_02336	TRANSCRIPT_JBCMMFKD_02336	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0
JBCMMFKD_02337	GENE_JBCMMFKD_02337	TRANSCRIPT_JBCMMFKD_02337	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
JBCMMFKD_02338	GENE_JBCMMFKD_02338	TRANSCRIPT_JBCMMFKD_02338	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
JBCMMFKD_02339	GENE_JBCMMFKD_02339	TRANSCRIPT_JBCMMFKD_02339	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
JBCMMFKD_02347	GENE_JBCMMFKD_02347	TRANSCRIPT_JBCMMFKD_02347	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02348	GENE_JBCMMFKD_02348	TRANSCRIPT_JBCMMFKD_02348	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02349	GENE_JBCMMFKD_02349	TRANSCRIPT_JBCMMFKD_02349	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02350	GENE_JBCMMFKD_02350	TRANSCRIPT_JBCMMFKD_02350	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02351	GENE_JBCMMFKD_02351	TRANSCRIPT_JBCMMFKD_02351	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02352	GENE_JBCMMFKD_02352	TRANSCRIPT_JBCMMFKD_02352	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02357	GENE_JBCMMFKD_02357	TRANSCRIPT_JBCMMFKD_02357	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02358	GENE_JBCMMFKD_02358	TRANSCRIPT_JBCMMFKD_02358	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02359	GENE_JBCMMFKD_02359	TRANSCRIPT_JBCMMFKD_02359	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02360	GENE_JBCMMFKD_02360	TRANSCRIPT_JBCMMFKD_02360	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02361	GENE_JBCMMFKD_02361	TRANSCRIPT_JBCMMFKD_02361	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02362	GENE_JBCMMFKD_02362	TRANSCRIPT_JBCMMFKD_02362	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02363	GENE_JBCMMFKD_02363	TRANSCRIPT_JBCMMFKD_02363	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02364	GENE_JBCMMFKD_02364	TRANSCRIPT_JBCMMFKD_02364	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02365	GENE_JBCMMFKD_02365	TRANSCRIPT_JBCMMFKD_02365	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02411	GENE_JBCMMFKD_02411	TRANSCRIPT_JBCMMFKD_02411	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02412	GENE_JBCMMFKD_02412	TRANSCRIPT_JBCMMFKD_02412	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02413	GENE_JBCMMFKD_02413	TRANSCRIPT_JBCMMFKD_02413	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
JBCMMFKD_02414	GENE_JBCMMFKD_02414	TRANSCRIPT_JBCMMFKD_02414	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02415	GENE_JBCMMFKD_02415	TRANSCRIPT_JBCMMFKD_02415	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02416	GENE_JBCMMFKD_02416	TRANSCRIPT_JBCMMFKD_02416	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02417	GENE_JBCMMFKD_02417	TRANSCRIPT_JBCMMFKD_02417	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02418	GENE_JBCMMFKD_02418	TRANSCRIPT_JBCMMFKD_02418	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02448	GENE_JBCMMFKD_02448	TRANSCRIPT_JBCMMFKD_02448	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
JBCMMFKD_02449	GENE_JBCMMFKD_02449	TRANSCRIPT_JBCMMFKD_02449	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02450	GENE_JBCMMFKD_02450	TRANSCRIPT_JBCMMFKD_02450	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02451	GENE_JBCMMFKD_02451	TRANSCRIPT_JBCMMFKD_02451	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02452	GENE_JBCMMFKD_02452	TRANSCRIPT_JBCMMFKD_02452	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02503	GENE_JBCMMFKD_02503	TRANSCRIPT_JBCMMFKD_02503	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02504	GENE_JBCMMFKD_02504	TRANSCRIPT_JBCMMFKD_02504	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02505	GENE_JBCMMFKD_02505	TRANSCRIPT_JBCMMFKD_02505	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02506	GENE_JBCMMFKD_02506	TRANSCRIPT_JBCMMFKD_02506	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02507	GENE_JBCMMFKD_02507	TRANSCRIPT_JBCMMFKD_02507	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02508	GENE_JBCMMFKD_02508	TRANSCRIPT_JBCMMFKD_02508	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	1
JBCMMFKD_02509	GENE_JBCMMFKD_02509	TRANSCRIPT_JBCMMFKD_02509	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	1
JBCMMFKD_02510	GENE_JBCMMFKD_02510	TRANSCRIPT_JBCMMFKD_02510	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	1
JBCMMFKD_02511	GENE_JBCMMFKD_02511	TRANSCRIPT_JBCMMFKD_02511	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	1
JBCMMFKD_02512	GENE_JBCMMFKD_02512	TRANSCRIPT_JBCMMFKD_02512	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02513	GENE_JBCMMFKD_02513	TRANSCRIPT_JBCMMFKD_02513	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02514	GENE_JBCMMFKD_02514	TRANSCRIPT_JBCMMFKD_02514	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
JBCMMFKD_02515	GENE_JBCMMFKD_02515	TRANSCRIPT_JBCMMFKD_02515	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02516	GENE_JBCMMFKD_02516	TRANSCRIPT_JBCMMFKD_02516	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0
JBCMMFKD_02517	GENE_JBCMMFKD_02517	TRANSCRIPT_JBCMMFKD_02517	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0
JBCMMFKD_02518	GENE_JBCMMFKD_02518	TRANSCRIPT_JBCMMFKD_02518	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0
JBCMMFKD_02519	GENE_JBCMMFKD_02519	TRANSCRIPT_JBCMMFKD_02519	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0
JBCMMFKD_02520	GENE_JBCMMFKD_02520	TRANSCRIPT_JBCMMFKD_02520	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0
JBCMMFKD_02521	GENE_JBCMMFKD_02521	TRANSCRIPT_JBCMMFKD_02521	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0
JBCMMFKD_02528	GENE_JBCMMFKD_02528	TRANSCRIPT_JBCMMFKD_02528	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
JBCMMFKD_02529	GENE_JBCMMFKD_02529	TRANSCRIPT_JBCMMFKD_02529	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
JBCMMFKD_02530	GENE_JBCMMFKD_02530	TRANSCRIPT_JBCMMFKD_02530	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0
JBCMMFKD_02531	GENE_JBCMMFKD_02531	TRANSCRIPT_JBCMMFKD_02531	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
JBCMMFKD_02532	GENE_JBCMMFKD_02532	TRANSCRIPT_JBCMMFKD_02532	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
JBCMMFKD_02533	GENE_JBCMMFKD_02533	TRANSCRIPT_JBCMMFKD_02533	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0
JBCMMFKD_02534	GENE_JBCMMFKD_02534	TRANSCRIPT_JBCMMFKD_02534	protein_coding	0	0	3	0	0	0	0	3	0	0	0	0	0	0
JBCMMFKD_02535	GENE_JBCMMFKD_02535	TRANSCRIPT_JBCMMFKD_02535	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
JBCMMFKD_02536	GENE_JBCMMFKD_02536	TRANSCRIPT_JBCMMFKD_02536	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
JBCMMFKD_02537	GENE_JBCMMFKD_02537	TRANSCRIPT_JBCMMFKD_02537	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
JBCMMFKD_02538	GENE_JBCMMFKD_02538	TRANSCRIPT_JBCMMFKD_02538	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0
JBCMMFKD_02687	GENE_JBCMMFKD_02687	TRANSCRIPT_JBCMMFKD_02687	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02688	GENE_JBCMMFKD_02688	TRANSCRIPT_JBCMMFKD_02688	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02689	GENE_JBCMMFKD_02689	TRANSCRIPT_JBCMMFKD_02689	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02690	GENE_JBCMMFKD_02690	TRANSCRIPT_JBCMMFKD_02690	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02691	GENE_JBCMMFKD_02691	TRANSCRIPT_JBCMMFKD_02691	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02692	GENE_JBCMMFKD_02692	TRANSCRIPT_JBCMMFKD_02692	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02693	GENE_JBCMMFKD_02693	TRANSCRIPT_JBCMMFKD_02693	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
JBCMMFKD_02694	GENE_JBCMMFKD_02694	TRANSCRIPT_JBCMMFKD_02694	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02695	GENE_JBCMMFKD_02695	TRANSCRIPT_JBCMMFKD_02695	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02696	GENE_JBCMMFKD_02696	TRANSCRIPT_JBCMMFKD_02696	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02703	GENE_JBCMMFKD_02703	TRANSCRIPT_JBCMMFKD_02703	protein_coding	0	0	0	18	0	0	0	0	0	0	0	0	0	18
JBCMMFKD_02704	GENE_JBCMMFKD_02704	TRANSCRIPT_JBCMMFKD_02704	protein_coding	0	0	0	18	0	18	0	0	0	0	0	0	0	0
JBCMMFKD_02705	GENE_JBCMMFKD_02705	TRANSCRIPT_JBCMMFKD_02705	protein_coding	0	0	0	18	0	0	0	0	0	0	0	0	0	18
JBCMMFKD_02706	GENE_JBCMMFKD_02706	TRANSCRIPT_JBCMMFKD_02706	protein_coding	0	0	0	18	0	0	0	0	0	0	0	0	0	18
JBCMMFKD_02707	GENE_JBCMMFKD_02707	TRANSCRIPT_JBCMMFKD_02707	protein_coding	0	8	8	2	0	0	0	8	0	0	0	0	8	2
JBCMMFKD_02806	GENE_JBCMMFKD_02806	TRANSCRIPT_JBCMMFKD_02806	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0
JBCMMFKD_02807	GENE_JBCMMFKD_02807	TRANSCRIPT_JBCMMFKD_02807	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0
JBCMMFKD_02808	GENE_JBCMMFKD_02808	TRANSCRIPT_JBCMMFKD_02808	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0
JBCMMFKD_02809	GENE_JBCMMFKD_02809	TRANSCRIPT_JBCMMFKD_02809	protein_coding	0	0	0	3	0	2	0	0	0	0	0	0	0	1
JBCMMFKD_02810	GENE_JBCMMFKD_02810	TRANSCRIPT_JBCMMFKD_02810	protein_coding	0	0	0	3	0	2	0	0	0	0	0	0	0	1
JBCMMFKD_02811	GENE_JBCMMFKD_02811	TRANSCRIPT_JBCMMFKD_02811	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02812	GENE_JBCMMFKD_02812	TRANSCRIPT_JBCMMFKD_02812	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02813	GENE_JBCMMFKD_02813	TRANSCRIPT_JBCMMFKD_02813	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02814	GENE_JBCMMFKD_02814	TRANSCRIPT_JBCMMFKD_02814	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02815	GENE_JBCMMFKD_02815	TRANSCRIPT_JBCMMFKD_02815	protein_coding	1	0	0	0	0	0	0	0	0	1	0	1	0	0
JBCMMFKD_02816	GENE_JBCMMFKD_02816	TRANSCRIPT_JBCMMFKD_02816	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02817	GENE_JBCMMFKD_02817	TRANSCRIPT_JBCMMFKD_02817	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02818	GENE_JBCMMFKD_02818	TRANSCRIPT_JBCMMFKD_02818	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02819	GENE_JBCMMFKD_02819	TRANSCRIPT_JBCMMFKD_02819	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02820	GENE_JBCMMFKD_02820	TRANSCRIPT_JBCMMFKD_02820	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02827	GENE_JBCMMFKD_02827	TRANSCRIPT_JBCMMFKD_02827	protein_coding	0	0	0	6	0	6	0	0	0	0	0	0	0	0
JBCMMFKD_02828	GENE_JBCMMFKD_02828	TRANSCRIPT_JBCMMFKD_02828	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	6
JBCMMFKD_02829	GENE_JBCMMFKD_02829	TRANSCRIPT_JBCMMFKD_02829	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	6
JBCMMFKD_02830	GENE_JBCMMFKD_02830	TRANSCRIPT_JBCMMFKD_02830	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	6
JBCMMFKD_02858	GENE_JBCMMFKD_02858	TRANSCRIPT_JBCMMFKD_02858	protein_coding	0	4	1	2	0	1	0	1	0	0	0	0	4	1
JBCMMFKD_02859	GENE_JBCMMFKD_02859	TRANSCRIPT_JBCMMFKD_02859	protein_coding	0	0	0	7	0	7	0	0	0	0	0	0	0	0
JBCMMFKD_02860	GENE_JBCMMFKD_02860	TRANSCRIPT_JBCMMFKD_02860	protein_coding	0	0	0	7	0	7	0	0	0	0	0	0	0	0
JBCMMFKD_02861	GENE_JBCMMFKD_02861	TRANSCRIPT_JBCMMFKD_02861	protein_coding	0	0	0	7	0	7	0	0	0	0	0	0	0	0
JBCMMFKD_02912	GENE_JBCMMFKD_02912	TRANSCRIPT_JBCMMFKD_02912	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
JBCMMFKD_02913	GENE_JBCMMFKD_02913	TRANSCRIPT_JBCMMFKD_02913	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0
JBCMMFKD_02914	GENE_JBCMMFKD_02914	TRANSCRIPT_JBCMMFKD_02914	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0
JBCMMFKD_02915	GENE_JBCMMFKD_02915	TRANSCRIPT_JBCMMFKD_02915	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0
JBCMMFKD_02989	GENE_JBCMMFKD_02989	TRANSCRIPT_JBCMMFKD_02989	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02990	GENE_JBCMMFKD_02990	TRANSCRIPT_JBCMMFKD_02990	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02991	GENE_JBCMMFKD_02991	TRANSCRIPT_JBCMMFKD_02991	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02992	GENE_JBCMMFKD_02992	TRANSCRIPT_JBCMMFKD_02992	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02993	GENE_JBCMMFKD_02993	TRANSCRIPT_JBCMMFKD_02993	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02994	GENE_JBCMMFKD_02994	TRANSCRIPT_JBCMMFKD_02994	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
